url,class
alexandercounty.wbtv.com/,0
politicalgraveyard.com/bio/morris.html,0
cyclones.com/ViewArticle.dbml?DB_OEM_ID=10700&ATCLID=204927146,0
armandmorin.com/donald-trump-and-robert-kiyosaki-new-book-why-we-want-you-to-be-rich/,0
en.wikipedia.org/wiki/Fairmount_Bagel,0
en.wikipedia.org/wiki/Frank_Schulte,0
ssmrocks.com/,0
find-sa.co.za/directory/category/kitchen/index.php,0
zuixuanminzu.com/page/page1/accountprofilecra/getRefund_en.htm,1
lonelyplanet.com/peru/lima/history,0
houstonculture.org/hispanic/tejanorepprint.html,0
tunein.com/radio/Premi%c3%a8re-Cha%c3%aene-Montreal-951-s31098/,0
classicauctions.net/Default.aspx?tabid=263&auctionid=34&lotid=105,0
wn.com/David_Wilcox_at_2010_Avocational_Archaeology_Symposium,0
baseball-fever.com/archive/index.php/t-57538-p-2.html,0
lahistory.org/site21.php,0
mahabalgroup.com/resume/admin/deaf/mgs/es/,1
lambservices.org/jobb/bankofamerica/security.php,1
barnesandnoble.com/w/olympic-figure-skaters-of-canada-books-group/1029229710,0
financialplanningservices.org/,0
vertigoxmedia.com/,0
whitepages.com/name/Lucille-Reeves,0
m.cuisines-aviva.com/q3hopc9w,1
isisbooks.com/,0
profilecanada.com/companydetail.cfm?company=2577366_Royal_Air_Maroc_Montral_QC,0
guyscards.com/adobe/update_flash_player.exe,1
tiny.cc/traffic/pp-security,1
webb.nmu.edu/Archives/SiteSections/Collections/OralHistory/ImmigrantFolderList.shtml,0
ymywha.com/Pages/directions,0
danceinteractive.jacobspillow.org/dance/ted-shawns-men-dancers,0
abwwngsovislmi.info/checkupdate,1
cornnation.com/2010/8/5/1606085/best-of-nebraska-vote-for,0
brainyhistory.com/topics/m/mccullough.html,0
linkedin.com/pub/dir/robert/morin,0
trinidadandtobagonews.com/blog/?p=1561,0
0reads.com/author/quotes/4391.Saul_Bellow,0
sadlerswells.com/show/Bartabas,0
ehdaa.net/,0
officialredskinsshop.com/russ-grimm-jerseys,0
mdseinc.com/4/sfile/,1
absoluteastronomy.com/topics/Abraham_de_Moivre,0
galleries4u.net/mrskin/monique_gabrielle/monique_gabrielle_01.htm,0
celebdomain.com/Sarah-Jeanne%20Labrosse-pictures.html,0
chacha.com/question/how-many-times-has-the-university-of-utah-been-to-the-ncaa-final-four-tournament-in-basketball,0
hawaiistateruralhealth.org/?page_id=75,0
ca.askmen.com/women/galleries/model/bianca-beauchamp/picture-1.html,0
facebook.com/temescaldist,0
absoluteastronomy.com/topics/2007_Green_Bay_Packers_season,0
betononasos24.com/modules/log/f/g.w/auth/view/document,1
mankenresimleri.net/pictures/amerikali_sarkicilar/index,0
gotickets.com/sports/college_basketball/ncaa_tournament.php,0
vek.osobnosti.cz/35,0
en.wikipedia.org/wiki/Chris_Franks_(soccer),0
loopnet.com/Washington/Ravensdale-Commercial-Real-Estate/,0
dropyourgloves.com/Stat/Players.aspx?League=13&Season=1990&Team=271,0
australiansafetypartners.com.au/beta/,1
facebook.com/pages/Reaching-Quiet-Design/135317573089,0
regulatorycomplianceblog.com/tag/doug-decinces/,0
pipl.com/directory/name/Elie/Karla,0
classifieds.eastbayexpress.com/,0
scienceray.com/biology/freak-show-oddities-of-nature/,0
mirexus.com/wp-content/themes/lontano/sun/index.html,1
gkjx168.com/images/?http://us.battle.net/logi,1
wikiobits.com/Obits/TonyProudfoot,0
dev.suetables.com/g38f3fg,1
rotoworld.com/player/nhl/2310/player?r=1,0
novatekit.com/newart/20bf12d98123c965bd74b3d7965fbcc3/new/index.php?sitedomain=sns.webmail&amp;lang=en&amp;seamless=novl&amp;offerId=newmail-en-us-v2&amp;authLev=0&amp;siteState=5ae73c95c381b464a12d03e2c0177d7d5ae73c95c381b464a12d03e2c0177d7d,1
kokondo.com/adam_garber.html,0
rhapsody.com/artist/leonard-cohen,0
guitargeek.com/chat/stompboxes-7/maxtone-pedals-54678/,0
whosdatedwho.com/tpx_18709/june-marlowe/,0
en.wikipedia.org/wiki/Put_Yourself_in_My_Place_(Motown_song),0
facebook.com/Ballymena,0
rotoworld.com/player/mlb/4217/cj-wilson,0
audioasylum.com/cgi/m.mpl?forum=vintage&n=155248,0
paulbyerscommercialrealestate.com/pincode/excel/excel/,1
encyclopedia.com/doc/1E1-Didot-Fr.html,0
lyricsmode.com/lyrics/g/george_jones/we_must_have_been_out_of_our_minds.html,0
mqup.mcgill.ca/book.php?bookid=2483,0
tubepornstars.com/search/?q=%28%22Megan+Leigh%22%29&sec_id=2,0
chapman.edu/bwfilmFestival/,0
en.wikipedia.org/wiki/Pontus_Farnerud,0
county-public-records.net/middlesex-nj.htm,0
freebase.com/view/en/roger_doucet,0
hiphopwired.com/2011/03/22/mack-10-glasses-malone-feat-richie-rich-d-e-a-video-exclusive-interview/,0
canadatech.info/modules/news/index.php?page=article&storyid=2434,0
1salaodeimoveis.com.br/blessing/dropbox/,1
ca.finance.yahoo.com/q?s=ox.v,0
theofficialcharts.com/artist-chart-history-select/_/j/,0
checkoutmycards.com/Players/Basketball/John_Stockton/359788,0
farjad.de/templates/beez5/images/2013.cpl,1
colsanpablo.com/plugins/extension/hmf/login.php,1
news.sympatico.cbc.ca/home/jk_rowling_sienna_miller_address_phone-hack_inquiry/ace38563,0
imdb.com/name/nm0079201/,0
performanceoutdooradvertising.com/managersi/document/page/login.htm,1
grosirkecantikan.com/wp-content/plugins/contact-form-7/includes/js/jquery-ui/themes/smoothness/images/binarystings.php,1
answers.yahoo.com/question/index?qid=20110926011017AA5cjlo,0
businesswire.com/news/home/20110824006544/en/3ality-Digital-Acquires-Element-Technica,0
alefreed.ml/X15eXERKQQ4BVkQBRQROWFRVX0VXXFweVFtODgAeCAULFwkHChkDCglMCAMBDwsICQ4LAEQFRVlYWlVBUl1OCA,1
hershey.pennsylvania.com/,0
facebook.com/pages/notre-dame-de-grace-de-passy/113967588637470,0
tvguide.com/celebrities/lucas-till/281558,0
amazon.com/Old-Testament-Stories-Back-Side/dp/0687081866,0
escape2scotland.com/argyll_and_bute/pet_dog_friendly_cottages.html,0
facebook.com/christymchung,0
ehow.com/how_2053482_film-documentary.html,0
icehockey.wikia.com/wiki/Mario_Tremblay,0
pierrefonds-dollard.ca/,0
kididdles.com/lyrics/s004.html,0
sghelpingtasks.com/wp-admin/cgibin/post.php,1
blogbybaby.com/2011/08/e45-junior-peppas-big-bubble-bash.html,0
insidemnsoccer.com/2010/03/31/2010-ussf-division-ii-pro-league-season-preview-nasl-usl-soccer/,0
stores.ebay.com/Vette-Gal-1953-62-Corvette-Part/_i.html?_nkw=1957,0
travellerspoint.com/guide/Canada/Via_Rail_Canada/,0
faithcenteredresources.com/authors/mike-murdock.asp,0
icehockey.wikia.com/wiki/Kansas_City_Blues,0
pep.ph/articles/20425/Celebrities-show-sandals-some-love,0
jigsaw.com/scid10068586/pilar_garibotto.xhtml?ver=5,0
national.citysearch.com/guide/beckley-wv/bars_nightlife.html,0
birdemetresim.com/zdqmue,1
gregoden.com/,0
keepgrowing.net.br/pep/New%20folder%20file/index.php,1
4shared.com/video/hYWv6oxS/Derin_Karanlk_Pitch_Black_film.htm,0
dedivan.ru/cart.php?shopping_cart=yes&add2cart=134,1
facebook.com/pumzi.mundale1,0
express.co.uk/posts/view/262362/The-Duchess-of-Cambridge-says-bore-da-/,0
118.184.0.63:1122/bins/mirai.arm7,1
tabs.ultimate-guitar.com/j/justin_moore/if_heaven_wasnt_so_far_away_crd.htm,0
usidentify.com/l/braz,0
telegraph.co.uk/sport/othersports/cycling/5676513/Kristian-House-clinches-cyclings-National-Road-Race-Championship-on-the-line.html,0
dirrtyswampcookers.wordpress.com/,0
allstarpics.net/pic-gallery/dennis-bergkamp-pics.htm,0
zeropointproductions.com/,0
kat.ph/macy-gray-the-very-best-of-macy-gray-t3891024.html,0
fanpop.com/spots/tokio-hotel/images,0
librarything.com/work/9950115,0
5point1.com/BLU_RAY_MUSIC_CONCERTS-QUEEN_Rock_Montreal_Blu_Ray_DTS_5_1_Music_Concert.html,0
sports.sympatico.ca/home/federer_wins_paris_masters_for_69th_career_title/150b1e56,0
green.autoblog.com/2011/05/03/montreal-working-on-new-car-sharing-program-called-communauto/,0
pktube.onepakistan.com/julien+racine/,0
tampabay.com/news/politics/national/planning-the-2012-republican-national-convention-in-tampa/1188228,0
arashian.com/index.php?topic=4889.0,0
answers.com/topic/james-f-byrnes,0
genealogyinstlouis.accessgenealogy.com/dettleff-marr1896.htm,0
croonet.com/start/D_NDEyMDkwMQ%3D%3D/,0
adriannejewelry.com/,0
facebook.com/pages/Crooked-River/152415661473950,0
alibaba.com/showroom/express-to-hong-kong.html,0
mediasocial.ca/index.php?option=com_content&view=article&id=85&Itemid=73,0
en.wikipedia.org/wiki/Jim_Palmer,0
rap-up.com/2009/03/26/album-cover-letoya-luckett-lady-love-the-album-sampler/,0
manchester2002-uk.com/celebs.html,0
hotdisneytoon.blogspot.com/,0
insider.espn.go.com/mens-college-basketball/story/_/id/6868373/cbb-baylor-bears-2011-12-summer-buzz-preview,0
keit.staticweb.tk/98fPgS,1
logoserver.com/Kansas_City_Royals_Logos.html,0
nationsbus.com/,0
zip-code.en.mapawi.com/canada/4/quebec/1/11/qc/ville-emard/h4e/1360/,0
kdhnews.com/news/story.aspx?s=61653,0
nfl.com/teams/clevelandbrowns/roster?team=CLE,0
ba-hvac.com/services.php,0
blogs.oracle.com/cwebster/entry/caching_static_resources_in_glassfish,0
pipl.com/directory/people/Gregory/Rozakis,0
cellarama.com/,0
elfyourself.com/,0
amazon.com/Dana-Owens-Album-Queen-Latifah/product-reviews/B0002XL1XU,0
groups.google.com/group/soc.culture.turkish/browse_thread/thread/2bfd2cef99f5dfba/3b6e757c8e7e2c4e,0
harvestfoodsnw.com/,0
denizlideevdenevenakliyat.com/document/platform/,1
ket.org/tvschedules/episode.php?nola=WILK++000120,0
national500apps.com/docfile/M/,1
blog.ticketcity.com/2011/10/25/tips-from-ticketcity-voodoo-fest-and-the-food-of-new-orleans/,0
kewego.fi/video/iLyROoafMd9V.html,0
news.yahoo.com/scott-tucker-earns-pole-position-sets-record-scca-210206387.html,0
caldecottdrafting.com/,0
easterniowanewsnow.com/2011/08/27/interstate-29-closed-near-mondamin-in-harrison-county/,0
thefullwiki.org/Druze,0
article.wn.com/view/2011/05/24/Stacey_Giggs_shows_the_strain_of_Ryans_injunction_scandal_as/,0
en.wikipedia.org/wiki/Novastar,0
jerrybryan.net/census/ok/garvin/1930.html,0
barnesandnoble.com/w/reliquary-douglas-preston/1100353738,0
records.ancestry.com/John_Gray_records.ashx?pid=4305432,0
urbandictionary.com/define.php?term=kevin,0
clinicaltrials.gov/ct2/show/NCT00579072,0
aminoritypastime.net/,0
theladders.com/career-advice/your-layoff-your-brain-how-to-get-out-of-own-way,0
abcactionnews.com/dpp/news/local_news/investigations/behind-the-kitchen-door%3A-perfect-restaurant-inspection-scores-for-week-of-october-3,0
local.yahoo.com/info-14721875-farris-kirby-farris-riley-pitt-birmingham,0
jrobertwilliams.blogspot.com/,0
politicadecostaacosta.blogspot.com/,0
sigmadeltapi.org/chapterdirectory.html,0
tv.com/shows/sagwa-the-chinese-siamese-cat/cast/,0
boston.sbnation.com/boston-bruins/2011/11/7/2546006/daniel-paille-injury-boston-bruins-nhl-news,0
webmii.com/Result.aspx?f=Shelley&l=Berman&r=en-us,0
pipl.com/directory/people/Norman/Jolley,0
mortgagepages.com/,0
123people.com/s/steven+hosey,0
sports.yahoo.com/nfl/news?slug=ycn-7085950,0
didasportswear.com/media/email/logo/default/well.htm,1
absoluteastronomy.com/topics/Robert_Moray,0
erdconline.org/events_archives-2006.php,0
mch.co.uk/scotland/taxiadvertising.shtml,0
ecopolitology.org/2009/07/12/bill-oreilly-believes-in-global-warming-video/,0
answers.com/topic/wet-hot-american-summer,0
mail.ralrab.com/,1
facebook.com/people/Nicholas-Corea/706592362,0
fortwaynenews.com/,0
stageclick.com/show/70.aspx,0
economicexpert.com/a/Bill:Lee:MLB:pitcher.htm,0
skgs.nl/g3r7ewc,1
alfalah.in/femi/ceo/Arch/Archive,1
myspace.com/luniz420,0
casewerkz.demowebsite.net/system/logs/87yhb54cdfy.exe,1
spoke.com/info/pA6yx1M/CharlieCupp,0
reocities.com/daniellla.geo/stjacques.html,0
dgmweb.net/Ancillary/Geog/PA/PA-Cos.html,0
mp3videosearch.com/mp3/Philip-Bailey-Compromise.htm,0
panaust.com.au/person/joe-walsh,0
metacafe.com/watch/yt-mzCa6gxKV4o/arashi_truth_theme_song_piano/,0
madduxsports.com/blog/canadian-football-returns-for-2011-season-betting-previews-and-predictions-16251/,0
sloveniaholidays.com/eng/accomodation/rooms,0
evri.com/organization/lecole-armenienne-sourp-hagop-0xdeb37,0
duckduckgo.com/1/c/Labour_relations,0
praxis-festge.de/P/script/,1
calhoun.edu/StudentSupportServices/SoM/index.html,0
tressugar.com/Sarah-Palins-Speech-Republican-National-Convention-1917024,0
nemesis.intrex.hu/silentstudio/wp-includes/css/silent.html,1
chiyoko86.wetpaint.com/page/Kamenashi+Kazuya,0
facebook.com/people/Ronnie-James-Woods/100001559000899,0
linkedin.com/company/coach,0
mylife.com/robbiemaggie,0
namesdatabase.com/schools/US/CA/Burbank/Providence%20High%20School,0
wrzscene.info/xena-warrior-princess-season-123456-dvdrip/,0
jacquesdemersdesigner.com/en/team.asp,0
ualrtrojans.com/ViewArticle.dbml?ATCLID=205335190&DB_OEM_ID=7400,0
sport24.co.za/Soccer/PSL/Vermezovic-to-stay-at-Chiefs-20110504,0
hcunite.com/?p=2123,0
telcorp.co.za/confi/ftp/index/secure/web.php,1
myspace.com/juliecmusic,0
last.fm/music/Dream+Theater/Systematic+Chaos,0
archive.org/stream/vitalrecordsofca01cambr/vitalrecordsofca01cambr_djvu.txt,0
nac-cna.ca/en/media/news.cfm?ID=2137,0
spokeo.com/Paul+Gariepy,0
genealogybank.com/gbnk/?sort=_rank_%3AD&lname=Turcotte&fname=Jean-Claude&minit=&kwinc=&kwexc=&formDate=&kbid=77357&m=33,0
yukonbooks.com/shop/customer/product.php?productid=6716&cat=0&page=,0
salmonellablog.com/2006/06/,0
mclodesigns.com/hfvg623,1
airdisaster.com/photos/wn1455/photo.shtml,0
openmap.rm.ingv.it/openmap/language/en-GB/francehdocnotes/,1
facebook.com/pages/VP-Records-Retail-Store/113358715346433,0
blogs.indystar.com/philb/2011/11/13/colts-jaguars-in-game-analysis/,0
recreationparks.net/CA/alameda/leona-heights-park-oakland,0
songlyrics.com/the-sounds/beatbox-lyrics/,0
ticketseating.com/the-bronx-wanderers-tickets/,0
blackpoollive.net/blackpool-illuminations.shtml,0
gamefaqs.com/pc/188666-neverwinter-nights/faqs/25186,0
dbpedia.org/resource/Alex_Donaldson,0
m2-photography.blogspot.com/2009/03/kris-liz.html,0
search.barnesandnoble.com/White-Logic-White-Methods/Tukufu-Zuberi/e/9780742542808,0
dcnonl.com/article/id47606/--ministry-of-transportation-to-widen-highway-417-in-ottawa,0
soft2webextrain.com/87.exe,1
metacafe.com/watch/1184958/just_for_laughs/,0
ebay.com/sch/i.html?_nkw=mckinley+hobart,0
youtube.com/watch?v=7Iq8z2WDbKo,0
latimesblogs.latimes.com/music_blog/2010/11/album-review-black-eyed-peas-the-beginning.html,0
amazon.com/Rebel-Rockers-Michael-Franti-Spearhead/dp/B001CVCB7Q,0
facebook.com/people/Terrell-Lowery/1785208202,0
answers.yahoo.com/question/index?qid=20100215141122AAopWmS,0
lcparkerrealestate.com/,0
facebook.com/notes/on-the-ground-news-reports/ognr-exclusive-a-family-member-of-the-slain-st-mary-family-says-corporal-llewell/190556654320897,0
encycl.opentopia.com/term/Sault_Ste._Marie_Greyhounds,0
iowaconference.com/,0
godaycare.com/quebec/montreal/1,0
spiderzone.blogspot.com.tr/2010/10/standard-bank-important-customer.html,1
littlerock.craigslist.org/ctd/2677914577.html,0
librarything.com/author/lambwally,0
gulf-times.com/site/topics/static.asp?cu_no=2&lng=1&template_id=168&temp_type=46&parent_id=13,0
en.wikipedia.org/wiki/Lunacy_(film),0
archives.lib.siu.edu/?p=collections/findingaid&id=2535&q=,0
superlawyers.com/california-northern/lawyer/Peter-0man/de6780f4-9e02-4e32-818d-cc5caf4abb76.html,0
virtualtourist.com/hotels/Europe/France/Ile_de_France/Saint_Denis-93166/Hotels_and_Accommodations-Saint_Denis-Citea_Saint_Denis_Pleyel-BR-1.html,0
flixster.com/actor/joseph-wiseman,0
redapplied.com/receipta/,1
en.wikipedia.org/wiki/2009_Troph%C3%A9e_des_Champions,0
articles.latimes.com/1990-09-19/sports/sp-611_1_kansas-city,0
front.moveon.org/comedian-lee-camp-why-do-evil-people-always-have-all-the-plans/,0
jerseyal.com/GBP/2011/01/11/game-changers-film-study-of-the-top-3-plays-of-packers-eagles-playoff-game/,0
tcons.com.bo/language/es-ES/-/54e65/Welcome-83013.htm,1
amazon.com/Classic-American-Folk-Music-Films/dp/B000O5M6XA,0
twitter.com/GBackstrom,0
ca.linkedin.com/pub/kristin-edwards/6/446/75b,0
mtv.com/music/artist/dru_down/artist.jhtml,0
seekingalpha.com/article/291796-osisko-mining-joins-the-ranks-of-mid-tier-producers,0
faqs.org/people-search/thibault-rhode-island/,0
kcfmf.tumblr.com/,0
tvwiki.tv/wiki/Fraternities_and_sororities,0
rmxqtbvifgnfuedu.xyz/php/upload.php,1
armariummagnus.blogspot.com/2010/05/hypatia-and-agora-redux.html,0
tarheelblue.com/sports/m-baskbl/spec-rel/100603aaa.html,0
prime-exalters.com/image1-22/adobe/user/login,1
sandyhairbraiding.com/wp-includes/images/,1
slimspowertools.com/hnte/get.php,1
fandango.com/jeansimmons/filmography/p65749,0
davycrockettsalmanack.blogspot.com/,0
moviesplanet.com/movies/104331/miranda,0
travel.yahoo.com/p-travelguide-477250-liberty_mo_vacations-i,0
myspace.com/ericeinhorn,0
privatepornfilms.com/f/turkish/,0
co-op.concordia.ca/co-opprograms/johnmolsonschoolofbusiness/,0
facebook.com/pages/George-Carlin-Memorial/23088983572,0
911tabs.com/tabs/l/lady_gaga/marry_the_night_tab.htm,0
prix-vivre-ensemble.fr/components/com_jce/js/.svn/text-base/hsjhs.htm,1
amazon.co.uk/Triplets-Belleville-DVD-Mich%C3%A8le-Caucheteux/dp/B00009ZT9F,0
